fz,contract_regnum,contract_name,simple_product,eis_url,sign_date,sign_year,price,currency,region_name,foundation,customer_full_name,customer_inn,supplier_full_name,supplier_inn,no_of_products,product_name,product_sum_total_rur,product_code
44,2741800356023000143,Поставка одноразовых тест-систем для определения 13 видов наркотических веществ,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2741800356023000143,2023-11-20,2023,421686,RUB,Челябинская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ОБЛАСТНАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 3""",7418003560,"НАРКОЛАБ, ООО",9717028246,1,Реагенты диагностические,,21.20.23.110
44,2143502749723000114,Поставка одноразовых тест-панелей для определения 13 видов наркотических веществ и их метаболитов,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2143502749723000114,2023-10-02,2023,419420,RUB,Республика Саха (Якутия),Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКИЙ РЕСПУБЛИКАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1435027497,"САРМАТ, ООО",7743411557,1,Реагенты диагностические,,21.20.23.110
44,2636720018922000077,Поставка расходных материалов (экспресс-тест для выявления наркотических веществ) для нужд Государственного бюджетного учреждения здравоохранения Самарской области «Волжская ЦРБ»,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2636720018922000077,2022-05-17,2022,418002,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ВОЛЖСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",6367200189,"НАРКОЛАБ, ООО",9717028246,1,,418002,
44,2860200023522000096,Поставка реагентов медицинских диагностических,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2860200023522000096,2022-08-15,2022,413441.71,RUB,Ханты-Мансийский автономный округ - Югра,Электронный аукцион,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""СУРГУТСКАЯ КЛИНИЧЕСКАЯ ПСИХОНЕВРОЛОГИЧЕСКАЯ БОЛЬНИЦА""",8602000235,"ГЛОБАЛ ПАРК, ООО",7728596166,1,,413441.71,
44,2637400005323000069,"Поставка реагентов диагностических (множественные наркотики ИВД, иммунохроматографический экспресс-анализ) для нужд Государственного бюджетного учреждения здравоохранения Самарской области ""Кошкинская центральная районная больница""",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2637400005323000069,2023-05-24,2023,412335,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""КОШКИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",6374000053,"САРМАТ, ООО",7743411557,2,Реагенты диагностические,60585,21.20.23.110
44,2760600356323000040,Поставка лекарственных препаратов для медицинского применения (ЦИАНАМИД),Лекарства,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2760600356323000040,2023-09-04,2023,409626,RUB,Ярославская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ НАРКОЛОГИЧЕСКАЯ БОЛЬНИЦА""",7606003563,"ФАРМПОСТ, ООО",5047182348,1,Препараты фармацевтические прочие,,21.20.23.190
44,2190101545223000094,Поставка колонки хроматографической для портативного жидкостного хроматографа,Прочие расходники,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2190101545223000094,2023-07-31,2023,407760.58,RUB,Республика Хакасия,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ХАКАСИЯ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1901015452,"НПО БЛИЗАР, ООО",7735188778,1,"Комплектующие (запасные части) приборов, устройств и машин контрольно-измерительных, не включенные в другие группировки, не имеющие самостоятельных группировок",,26.51.85.120
44,2751200023924000145,Поставка реагентов для КДЛ (00010633-ЭА),Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2751200023924000145,2024-11-18,2024,405000,RUB,Забайкальский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МОГОЧИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",7512000239,"ХАРДИ, ООО",5047300489,1,Реагенты диагностические,,21.20.23.110
44,2143502749723000106,Поставка лекарственных средств (ЦИАНАМИД),Лекарства,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2143502749723000106,2023-08-28,2023,404280,RUB,Республика Саха (Якутия),Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКИЙ РЕСПУБЛИКАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1435027497,"ФАРМПОСТ, ООО",5047182348,1,Препараты фармацевтические прочие,,21.20.23.190
44,2100700361223000146,Поставка тест панели Нарколаб мини или эквивалент,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2100700361223000146,2023-07-04,2023,403608,RUB,Республика Карелия,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ ""СОРТАВАЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",1007003612,"НПО БЛИЗАР, ООО",7735188778,1,Реагенты диагностические,,21.20.23.110
44,2.166E+18,Поставка  реагентов и расходных материалов для анализатора электрофоретического автоматического Helena V-8 E-Class с принадлежностями для клинико-диагностической лаборатории  филиала ГАУЗ «РКНД МЗ РТ»- Альметьевский наркологический диспансер в 2022г.,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2166001341722000179,2022-09-30,2022,403527.2,RUB,Республика Татарстан,Электронный аукцион,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ТАТАРСТАН""",1660013417,"ТД-ИНТЕРЛАБ, ООО",5047240649,1,Части прочего оборудования специального назначения,403527.2,28.99.52.000
44,2410103637823000029,Поставку тест-контейнеров медицинских для выявления 10-и видов наркотических соединений в моче иммунохроматографическим  методом,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2410103637823000029,2023-06-13,2023,402210,RUB,Камчатский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАМЧАТСКИЙ КРАЕВОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4101036378,"САРМАТ, ООО",7743411557,1,Реагенты диагностические,402210,21.20.23.110
44,2.6345E+18,"Поставка экспресс-тестов для выявления наркотических веществ и их метаболитов в моче для нужд ГБУЗ СО ""Жигулевская ЦГБ"".",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2634500453623000052,2023-04-03,2023,401850,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ЖИГУЛЕВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""",6345004536,"ТД-ИНТЕРЛАБ, ООО",5047240649,2,Реагенты диагностические,375050,21.20.23.110
44,2.6345E+18,"Поставка экспресс-тестов для выявления наркотических веществ и их метаболитов в моче для нужд ГБУЗ СО ""Жигулевская ЦГБ"".",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2634500453623000052,2023-04-03,2023,401850,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ЖИГУЛЕВСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА""",6345004536,"ТД-ИНТЕРЛАБ, ООО",5047240649,2,Реагенты диагностические,26800,21.20.23.110
44,2860901245522000088,"Поставка расходного материала для анализатора ""Сармат-СВ"" (имеется в наличии у Заказчика)",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2860901245522000088,2022-04-19,2022,398500,RUB,Ханты-Мансийский автономный округ - Югра,Запрос котировок в электронной форме,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""РАДУЖНИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",8609012455,"НАРКОЛАБ, ООО",9717028246,1,Препараты диагностические,398500,21.20.23.111
44,2637100094724000051,"Поставка тест полосок для нужд ГБУЗ СО ""Кинельская ЦРБ"" в 2024году",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2637100094724000051,2024-03-04,2024,397290,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""КИНЕЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",6371000947,"МЕДТЕСТ, ООО",7743411540,1,Реагенты диагностические,,21.20.23.110
44,2352803605722000029,Поставка тест-систем для обнаружения наркотических веществ осуществляемого методом иммунохроматографического анализа (ИХА),Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2352803605722000029,2022-03-25,2022,394000,RUB,Вологодская область,Запрос котировок в электронной форме,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ЧЕРЕПОВЕЦКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 1""",3528036057,"НЬЮ ТЕРРА, ООО",7717644957,1,"Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки",394000,32.50.13.190
44,2771808494823000500,Поставка лекарственных препаратов (МНН Цианамид) для нужд ГБУЗ «ПКБ № 4 ДЗМ» в 2024 году,Лекарства,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2771808494823000500,2023-11-20,2023,393480,RUB,Москва,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П.Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",7718084948,"ФАРМПОСТ, ООО",5047182348,1,Препараты фармацевтические прочие,,21.20.23.190
44,2701100188024000001,Поставка медицинских изделий (множественные наркотики ИВД) в 2024 году,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2701100188024000001,2024-01-09,2024,391300,RUB,Томская область,Электронный аукцион,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ПАРАБЕЛЬСКАЯ РАЙОННАЯ БОЛЬНИЦА""",7011001880,"МЕДТЕСТ, ООО",7743411540,1,Реагенты диагностические,,21.20.23.110
44,2100700361224000174,Поставка тест-панелей для определения наркотических веществ,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2100700361224000174,2024-11-05,2024,390429,RUB,Республика Карелия,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ ""СОРТАВАЛЬСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",1007003612,"НПО БЛИЗАР, ООО",7735188778,2,Реагенты диагностические,,21.20.23.110
44,1772806585624000191,Поставка лекарственных препаратов  для медицинского применения   ГЛУТАТИОН ОКПД 2 -21.20.23.190,Лекарства,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=1772806585624000191,2024-06-11,2024,386100,RUB,Москва,Электронный аукцион,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНЫЙ ЦЕНТР РЕНТГЕНОРАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",7728065856,"ФАРМПОСТ, ООО",5047182348,1,Препараты фармацевтические прочие,,21.20.23.190
44,2.63672E+18,"Поставка экспресс тестов для нужд ГБУЗ СО ""Волжская РКБ""",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2636720018923000075,2023-04-18,2023,381397,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ВОЛЖСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",6367200189,"ТД-ИНТЕРЛАБ, ООО",5047240649,1,Реагенты диагностические,381397,21.20.23.110
44,2470200270423000139,"Поставка реагентов для выявления наркотических веществ для нужд подразделений ГБУЗ ЛО ""Волховская МБ""",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2470200270423000139,2023-07-24,2023,375840,RUB,Ленинградская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ВОЛХОВСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА""",4702002704,"МЕДТЕСТ, ООО",7743411540,1,Реагенты диагностические,,21.20.23.110
44,2254001845422000155,"Анализатор иммунологический фотометрический ИВД, питание от батареи",Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2254001845422000155,2022-04-11,2022,374746.68,RUB,Приморский край,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ ПРИМОРСКОГО КРАЯ,2540018454,"ТРАСТМЕД, ООО",9717069700,1,,374746.68,
44,2632502471024000061,"Техническое обслуживание системы капиллярного электрофореза ""Капель-105МТ"" для нужд государственного бюджетного учреждения здравоохранения Самарской области «Сызранский наркологический диспансер»",Техобслуживание и ремонт,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2632502471024000061,2024-09-20,2024,374000,RUB,Самарская область,Запрос котировок в электронной форме,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""СЫЗРАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6325024710,"ЛАБ-СЕРВИС, ООО / МЕДИАТРЕЙД, ООО",7717602107,1,"Услуги по ремонту и техническому обслуживанию облучающего, электрического диагностического и электрического терапевтического оборудования, применяемого в медицинских целях",,33.13.12.000
44,2861400293524000268,"Поставка тест-системы  для определения наркотических веществ в биологических жидкостях, совместимых  с анализатором видеоцифровым  «Сармат СВ» имеющимся в наличии у Заказчика",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2861400293524000268,2024-11-11,2024,371570,RUB,Ханты-Мансийский автономный округ - Югра,Электронный аукцион,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ОКТЯБРЬСКАЯ РАЙОННАЯ БОЛЬНИЦА""",8614002935,"ХАРДИ, ООО",5047300489,1,Реагенты диагностические,,21.20.23.110
44,2730302207724000170,Услуги по техническому обслуживанию системы капиллярного электрофореза Капель 105МТ,Техобслуживание и ремонт,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2730302207724000170,2024-11-26,2024,365240,RUB,Ульяновская область,Запрос котировок в электронной форме,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""УЛЬЯНОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ НАРКОЛОГИЧЕСКАЯ БОЛЬНИЦА""",7303022077,"ЛАБ-СЕРВИС, ООО / МЕДИАТРЕЙД, ООО",7717602107,1,"Услуги по ремонту и техническому обслуживанию облучающего, электрического диагностического и электрического терапевтического оборудования, применяемого в медицинских целях",,33.13.12.000
44,2861400293522000128,Поставка тест-системы  для определения наркотических веществ в биологических жидкостях,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2861400293522000128,2022-06-14,2022,362367,RUB,Ханты-Мансийский автономный округ - Югра,Электронный аукцион,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ОКТЯБРЬСКАЯ РАЙОННАЯ БОЛЬНИЦА""",8614002935,"ЮТИМ, ООО",7743277911,2,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",282400,20.59.52.199
44,2434702326622000037,Оказание услуг по техническому обслуживанию системы капиллярного электрофореза Minicap,Техобслуживание и ремонт,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2434702326622000037,2022-05-04,2022,361548,RUB,Кировская область,Электронный аукцион,"КИРОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КИРОВСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4347023266,"БИТЕСТ, ООО",5047197344,1,"Услуги по ремонту и техническому обслуживанию облучающего, электрического диагностического и электрического терапевтического оборудования, применяемого в медицинских целях",361548,33.13.12.000
44,2771433860922001328,Аукцион в электронной форме на поставку анализатора иммунологического фотометрического ИВД в рамках реализации Государственной программы города Москвы «Развитие здравоохранения города Москвы (Столичное здравоохранение)» (ПСЗ2021-344),Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2771433860922001328,2022-02-21,2022,360500,RUB,Москва,Электронный аукцион,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",7714338609,"НЬЮ ТЕРРА, ООО",7717644957,1,Аппараты электродиагностические прочие,,26.60.12.119
44,2920101586023000176,На поставку  реагентов для хроматографа жидкостного портативного «Близар CDT»,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2920101586023000176,2023-10-09,2023,359603.66,RUB,Севастополь,Запрос котировок в электронной форме,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СЕВАСТОПОЛЯ ""СЕВАСТОПОЛЬСКАЯ ГОРОДСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",9201015860,"НПО БЛИЗАР, ООО",7735188778,1,Препараты диагностические,,21.20.23.111
44,1312401437923000098,Закупка изделий медицинского назначения в 2023 году,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=1312401437923000098,2023-04-24,2023,358140,RUB,Белгородская область,Электронный аукцион,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ""",3124014379,"САРМАТ, ООО",7743411557,1,Реагенты диагностические,358140,21.20.23.110
44,2771433860923005260,"Аукцион в электронной форме на поставку анализатора котинина и других биологических маркеров в моче, в рамках реализации Государственной программы города Москвы «Развитие здравоохранения города Москвы (Столичное здравоохранение)» (МО2023-260)",Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2771433860923005260,2023-05-02,2023,354820.78,RUB,Москва,Электронный аукцион,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",7714338609,"МЕДТЕСТ, ООО",7743411540,1,Аппараты электродиагностические прочие,,26.60.12.119
44,2710602265622000002,Поставка расходных материалов для капиллярного электрофореза,Прочие расходники,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2710602265622000002,2022-01-10,2022,354750,RUB,Тульская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТУЛЬСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР №1""",7106022656,"ИМПЕРИЯ, ООО",5047212271,1,"Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки",354750,32.50.13.190
44,2231205258324000090,Поставка тест-панелей  для выявления наркотических соединений в моче,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2231205258324000090,2024-02-29,2024,353940,RUB,Краснодарский край,Запрос котировок в электронной форме,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2312052583,"САРМАТ, ООО",7743411557,1,Реагенты диагностические,,21.20.23.110
44,3507801222622000231,Закупка экспресс-тестов для выявления наркотических веществ и их метаболитов лот 1,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=3507801222622000231,2022-08-09,2022,351985,RUB,Московская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ТАЛДОМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",5078012226,"ГЛОБАЛ ПАРК, ООО",7728596166,1,Препараты диагностические,351985,21.20.23.111
44,2100103795024000011,Поставка одноразовых экспресс-тестов для определения наркотических веществ,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2100103795024000011,2024-03-11,2024,351405,RUB,Республика Карелия,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ ""БЮРО СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ""",1001037950,"МЕДТЕСТ, ООО",7743411540,1,Реагенты диагностические,,21.20.23.110
44,3742600269824000029,Приобретение тестов на наркотики,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=3742600269824000029,2024-02-08,2024,351405,RUB,Челябинская область,Запрос котировок в электронной форме,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РАЙОННАЯ БОЛЬНИЦА С. АРГАЯШ""",7426002698,"НАРКОЛАБ, ООО",9717028246,1,Реагенты диагностические,,21.20.23.110
44,2637900214222000179,"Поставка реагентов диагностических для нужд Государственного бюджетного учреждения здравоохранения Самарской области ""Похвистневская центральная больница города и района""",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2637900214222000179,2022-08-02,2022,349500,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ПОХВИСТНЕВСКАЯ ЦЕНТРАЛЬНАЯ БОЛЬНИЦА ГОРОДА И РАЙОНА""",6379002142,"ГЛОБАЛ ПАРК, ООО",7728596166,1,,349500,
44,2431300984122000106,Поставка изделий медицинского назначения,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2431300984122000106,2022-07-04,2022,349500,RUB,Кировская область,Электронный аукцион,"КИРОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КОТЕЛЬНИЧСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",4313009841,"ЮТИМ, ООО",7743277911,1,Реагенты диагностические,349500,21.20.23.110
